"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Fiscal Year Type","Base Year","Value","Value Footnotes"
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1998","300","1999 DEM euro / euro","1993","Western calendar year","2005","231296830000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1998","1000","Euro","2008","Western calendar year","2010","276846920000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1998","1000","Euro","2008","Western calendar year","2015","294649000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1998","300","1999 DEM euro / euro","1993","Western calendar year","2000","211619450000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1998","300","1999 DEM euro / euro","1993","Western calendar year","2005","236902500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1998","1000","Euro","2008","Western calendar year","2010","16442330000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1998","1000","Euro","2008","Western calendar year","2015","15236000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1998","300","1999 DEM euro / euro","1993","Western calendar year","2000","9654390000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1998","300","1999 DEM euro / euro","1993","Western calendar year","2005","6411550000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1998","1000","Euro","2008","Western calendar year","2010","-5694740000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1998","300","1999 DEM euro / euro","1993","Western calendar year","2000","18980000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1998","300","1999 DEM euro / euro","1993","Western calendar year","2005","-1608010000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1998","1000","Euro","2008","Western calendar year","2010","2246200240000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1998","1000","Euro","2008","Western calendar year","2015","2437285370000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1998","300","1999 DEM euro / euro","1993","Western calendar year","2000","1958962500000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1998","300","1999 DEM euro / euro","1993","Western calendar year","2005","2056680240000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1997","1000","Euro","2008","Western calendar year","2010","16947160000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1997","1000","Euro","2008","Western calendar year","2015","19257170000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","13163230000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1997","1000","Euro","2008","Western calendar year","2010","491459320000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1997","1000","Euro","2008","Western calendar year","2015","511250290000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","438730820000",""
"Germany","2.5","Industries","Manufacturing","C","1997","1000","Euro","2008","Western calendar year","2010","419713070000",""
"Germany","2.5","Industries","Manufacturing","C","1997","1000","Euro","2008","Western calendar year","2015","444335300000",""
"Germany","2.5","Industries","Manufacturing","C","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","374717800000",""
"Germany","2.5","Industries","Construction","F","1997","1000","Euro","2008","Western calendar year","2010","129007140000",""
"Germany","2.5","Industries","Construction","F","1997","1000","Euro","2008","Western calendar year","2015","156645870000",""
"Germany","2.5","Industries","Construction","F","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","106185830000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1997","1000","Euro","2008","Western calendar year","2010","295286110000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1997","1000","Euro","2008","Western calendar year","2015","313674100000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","271185900000",""
"Germany","2.5","Industries","Information and communication","J","1997","1000","Euro","2008","Western calendar year","2010","52633610000",""
"Germany","2.5","Industries","Information and communication","J","1997","1000","Euro","2008","Western calendar year","2015","50611890000",""
"Germany","2.5","Industries","Information and communication","J","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","59128880000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1997","1000","Euro","2008","Western calendar year","2010","141612830000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1997","1000","Euro","2008","Western calendar year","2015","160257970000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","124885140000",""
"Germany","2.5","Industries","Real estate activities","L","1997","1000","Euro","2008","Western calendar year","2010","206179020000",""
"Germany","2.5","Industries","Real estate activities","L","1997","1000","Euro","2008","Western calendar year","2015","216742920000",""
"Germany","2.5","Industries","Real estate activities","L","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","188719970000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1997","1000","Euro","2008","Western calendar year","2010","199479650000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1997","1000","Euro","2008","Western calendar year","2015","225537690000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","184275530000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1997","1000","Euro","2008","Western calendar year","2010","358827970000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1997","1000","Euro","2008","Western calendar year","2015","408705890000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","331601950000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1997","1000","Euro","2008","Western calendar year","2010","90220950000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1997","1000","Euro","2008","Western calendar year","2015","104939300000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","85149960000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1997","1000","Euro","2008","Western calendar year","2010","1948134270000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1997","1000","Euro","2008","Western calendar year","2015","2116642750000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1997","300","1999 DEM euro / euro","1993","Western calendar year","2000","1721254260000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","1790876940000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1997","1000","Euro","2008","Western calendar year","2010","260638610000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1997","1000","Euro","2008","Western calendar year","2015","278519000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1997","300","1999 DEM euro / euro","1993","Western calendar year","2000","198728790000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","230599100000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1997","1000","Euro","2008","Western calendar year","2010","275462020000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1997","1000","Euro","2008","Western calendar year","2015","293249000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1997","300","1999 DEM euro / euro","1993","Western calendar year","2000","209040840000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","236205000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1997","1000","Euro","2008","Western calendar year","2010","16368280000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1997","1000","Euro","2008","Western calendar year","2015","15167000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1997","300","1999 DEM euro / euro","1993","Western calendar year","2000","10323500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","6399720000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1997","1000","Euro","2008","Western calendar year","2010","-6869910000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1997","300","1999 DEM euro / euro","1993","Western calendar year","2000","-1800000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","-2388160000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1997","1000","Euro","2008","Western calendar year","2010","2202597220000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1997","1000","Euro","2008","Western calendar year","2015","2389169110000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1997","300","1999 DEM euro / euro","1993","Western calendar year","2000","1919981250000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1997","300","1999 DEM euro / euro","1993","Western calendar year","2005","2019087880000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1996","1000","Euro","2008","Western calendar year","2010","16821910000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1996","1000","Euro","2008","Western calendar year","2015","19089340000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","13068300000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1996","1000","Euro","2008","Western calendar year","2010","476628480000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1996","1000","Euro","2008","Western calendar year","2015","496158290000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","425469690000",""
"Germany","2.5","Industries","Manufacturing","C","1996","1000","Euro","2008","Western calendar year","2010","403485060000",""
"Germany","2.5","Industries","Manufacturing","C","1996","1000","Euro","2008","Western calendar year","2015","427524950000",""
"Germany","2.5","Industries","Manufacturing","C","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","359785630000",""
"Germany","2.5","Industries","Construction","F","1996","1000","Euro","2008","Western calendar year","2010","131553140000",""
"Germany","2.5","Industries","Construction","F","1996","1000","Euro","2008","Western calendar year","2015","159905940000",""
"Germany","2.5","Industries","Construction","F","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","108284230000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1996","1000","Euro","2008","Western calendar year","2010","290766050000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1996","1000","Euro","2008","Western calendar year","2015","308983400000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","267559200000",""
"Germany","2.5","Industries","Information and communication","J","1996","1000","Euro","2008","Western calendar year","2010","48293120000",""
"Germany","2.5","Industries","Information and communication","J","1996","1000","Euro","2008","Western calendar year","2015","45884750000",""
"Germany","2.5","Industries","Information and communication","J","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","55278890000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1996","1000","Euro","2008","Western calendar year","2010","139784610000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1996","1000","Euro","2008","Western calendar year","2015","158364680000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","121647120000",""
"Germany","2.5","Industries","Real estate activities","L","1996","1000","Euro","2008","Western calendar year","2010","199603960000",""
"Germany","2.5","Industries","Real estate activities","L","1996","1000","Euro","2008","Western calendar year","2015","209829410000",""
"Germany","2.5","Industries","Real estate activities","L","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","183480300000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1996","1000","Euro","2008","Western calendar year","2010","197681430000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1996","1000","Euro","2008","Western calendar year","2015","224678500000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","182973930000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1996","1000","Euro","2008","Western calendar year","2010","352032610000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1996","1000","Euro","2008","Western calendar year","2015","401154520000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","324550380000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1996","1000","Euro","2008","Western calendar year","2010","90790990000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1996","1000","Euro","2008","Western calendar year","2015","105783230000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","85832840000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1996","1000","Euro","2008","Western calendar year","2010","1908201120000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1996","1000","Euro","2008","Western calendar year","2015","2074451440000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1996","300","1999 DEM euro / euro","1993","Western calendar year","2000","1689142000000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","1755765640000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1996","1000","Euro","2008","Western calendar year","2010","262421330000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1996","1000","Euro","2008","Western calendar year","2015","280405000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1996","300","1999 DEM euro / euro","1993","Western calendar year","2000","197016500000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","232474250000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1996","1000","Euro","2008","Western calendar year","2010","276926810000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1996","1000","Euro","2008","Western calendar year","2015","294804000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1996","300","1999 DEM euro / euro","1993","Western calendar year","2000","207610690000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","237802500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1996","1000","Euro","2008","Western calendar year","2010","16012380000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1996","1000","Euro","2008","Western calendar year","2015","14838000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1996","300","1999 DEM euro / euro","1993","Western calendar year","2000","10595720000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","6290450000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1996","1000","Euro","2008","Western calendar year","2010","-8240280000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1996","300","1999 DEM euro / euro","1993","Western calendar year","2000","-208500000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","-3630210000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1996","1000","Euro","2008","Western calendar year","2010","2162606290000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1996","1000","Euro","2008","Western calendar year","2015","2347105210000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1996","300","1999 DEM euro / euro","1993","Western calendar year","2000","1885950000000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1996","300","1999 DEM euro / euro","1993","Western calendar year","2005","1984609680000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1995","1000","Euro","2008","Western calendar year","2010","16212360000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1995","1000","Euro","2008","Western calendar year","2015","18418010000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","12633870000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1995","1000","Euro","2008","Western calendar year","2010","487556470000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1995","1000","Euro","2008","Western calendar year","2015","507286030000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","434833470000",""
"Germany","2.5","Industries","Manufacturing","C","1995","1000","Euro","2008","Western calendar year","2010","414870430000",""
"Germany","2.5","Industries","Manufacturing","C","1995","1000","Euro","2008","Western calendar year","2015","439286040000",""
"Germany","2.5","Industries","Manufacturing","C","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","370300000000",""
"Germany","2.5","Industries","Construction","F","1995","1000","Euro","2008","Western calendar year","2010","138811720000",""
"Germany","2.5","Industries","Construction","F","1995","1000","Euro","2008","Western calendar year","2015","168699390000",""
"Germany","2.5","Industries","Construction","F","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","113811940000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1995","1000","Euro","2008","Western calendar year","2010","290951290000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1995","1000","Euro","2008","Western calendar year","2015","309327670000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","268278000000",""
"Germany","2.5","Industries","Information and communication","J","1995","1000","Euro","2008","Western calendar year","2010","45554480000",""
"Germany","2.5","Industries","Information and communication","J","1995","1000","Euro","2008","Western calendar year","2015","43426640000",""
"Germany","2.5","Industries","Information and communication","J","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","53294110000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1995","1000","Euro","2008","Western calendar year","2010","138487850000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1995","1000","Euro","2008","Western calendar year","2015","157430030000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","118369730000",""
"Germany","2.5","Industries","Real estate activities","L","1995","1000","Euro","2008","Western calendar year","2010","183540490000",""
"Germany","2.5","Industries","Real estate activities","L","1995","1000","Euro","2008","Western calendar year","2015","192859900000",""
"Germany","2.5","Industries","Real estate activities","L","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","169140160000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1995","1000","Euro","2008","Western calendar year","2010","193592320000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1995","1000","Euro","2008","Western calendar year","2015","219216500000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","179047080000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1995","1000","Euro","2008","Western calendar year","2010","343621280000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1995","1000","Euro","2008","Western calendar year","2015","391543680000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","316038640000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1995","1000","Euro","2008","Western calendar year","2010","89399710000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1995","1000","Euro","2008","Western calendar year","2015","104690450000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","85159070000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1995","1000","Euro","2008","Western calendar year","2010","1889163220000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1995","1000","Euro","2008","Western calendar year","2015","2054036290000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1995","300","1999 DEM euro / euro","1993","Western calendar year","2000","1667053220000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","1737909030000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1995","1000","Euro","2008","Western calendar year","2010","264798290000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1995","1000","Euro","2008","Western calendar year","2015","282930000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1995","300","1999 DEM euro / euro","1993","Western calendar year","2000","201286910000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","235897480000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1995","1000","Euro","2008","Western calendar year","2010","280362430000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1995","1000","Euro","2008","Western calendar year","2015","298442000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1995","300","1999 DEM euro / euro","1993","Western calendar year","2000","211944490000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","241965000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1995","1000","Euro","2008","Western calendar year","2010","17068940000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1995","1000","Euro","2008","Western calendar year","2015","15817000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1995","300","1999 DEM euro / euro","1993","Western calendar year","2000","10686120000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","6667680000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1995","1000","Euro","2008","Western calendar year","2010","-9292350000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1995","300","1999 DEM euro / euro","1993","Western calendar year","2000","-952630000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","-4767630000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1995","1000","Euro","2008","Western calendar year","2010","2145061880000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1995","1000","Euro","2008","Western calendar year","2015","2328342890000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1995","300","1999 DEM euro / euro","1993","Western calendar year","2000","1867387500000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1995","300","1999 DEM euro / euro","1993","Western calendar year","2005","1969038880000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","12297590000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","433871780000",""
"Germany","2.5","Industries","Manufacturing","C","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","371183560000",""
"Germany","2.5","Industries","Construction","F","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","117731140000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","264520610000",""
"Germany","2.5","Industries","Information and communication","J","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","50687590000",""
"Germany","2.5","Industries","Financial and insurance activities","K","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","120475920000",""
"Germany","2.5","Industries","Real estate activities","L","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","154225490000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","171943430000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","309200750000",""
"Germany","2.5","Industries","Other service activities","R+S+T","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","85395800000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1994","300","1999 DEM euro / euro","1993","Western calendar year","2000","1631042940000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","1704402820000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1994","300","1999 DEM euro / euro","1993","Western calendar year","2000","203226130000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","238186900000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1994","300","1999 DEM euro / euro","1993","Western calendar year","2000","213764690000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","244552500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1994","300","1999 DEM euro / euro","1993","Western calendar year","2000","10600920000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","6835420000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1994","300","1999 DEM euro / euro","1993","Western calendar year","2000","-1531570000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","-6027080000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1994","300","1999 DEM euro / euro","1993","Western calendar year","2000","1832737500000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1994","300","1999 DEM euro / euro","1993","Western calendar year","2005","1936562640000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","1993","300","1999 DEM euro / euro","1993","Western calendar year","2005","16870370000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1993","300","1999 DEM euro / euro","1993","Western calendar year","2005","422534020000",""
"Germany","2.5","Industries","Manufacturing","C","1993","300","1999 DEM euro / euro","1993","Western calendar year","2005","358504470000",""
"Germany","2.5","Industries","Construction","F","1993","300","1999 DEM euro / euro","1993","Western calendar year","2005","111362440000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1993","300","1999 DEM euro / euro","1993","Western calendar year","2005","260371140000",""
