"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Mauritius","2.1","Industries","Financial intermediation","J","1999","100","Mauritian rupee                         ","1993","7862000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","1999","200","Mauritian rupee","1993","8206000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","1999","100","Mauritian rupee                         ","1993","8450000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","1999","200","Mauritian rupee","1993","6095000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","1999","100","Mauritian rupee                         ","1993","6559000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","1999","20","Mauritian rupee                         ","1968","9850000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","1999","200","Mauritian rupee","1993","9977000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","1999","100","Mauritian rupee                         ","1993","10205000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","1999","20","Mauritian rupee                         ","1968","5691000000",""
"Mauritius","2.1","Industries","Education","M","1999","200","Mauritian rupee","1993","4122000000",""
"Mauritius","2.1","Industries","Education","M","1999","100","Mauritian rupee                         ","1993","4233000000",""
"Mauritius","2.1","Industries","Health and social work","N","1999","200","Mauritian rupee","1993","2728000000",""
"Mauritius","2.1","Industries","Health and social work","N","1999","100","Mauritian rupee                         ","1993","2833000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","1999","200","Mauritian rupee","1993","3127000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","1999","100","Mauritian rupee                         ","1993","3139000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","1999","200","Mauritian rupee","1993","95265000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","1999","100","Mauritian rupee                         ","1993","98357000000","27"
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","1999","20","Mauritian rupee                         ","1968","94895000000",""
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","1999","100","Mauritian rupee                         ","1993","4416000000",""
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","1999","20","Mauritian rupee                         ","1968","3500000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1999","200","Mauritian rupee","1993","14135000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1999","100","Mauritian rupee                         ","1993","14135000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1999","20","Mauritian rupee                         ","1968","15100000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","1999","200","Mauritian rupee","1993","14737000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","1999","100","Mauritian rupee                         ","1993","14737000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","1999","20","Mauritian rupee                         ","1968","15865000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","1999","200","Mauritian rupee","1993","602000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","1999","100","Mauritian rupee                         ","1993","602000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","1999","20","Mauritian rupee                         ","1968","765000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","200","Mauritian rupee","1993","109400000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","100","Mauritian rupee                         ","1993","108076000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","20","Mauritian rupee                         ","1968","106495000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2000","200","Mauritian rupee","1993","6984000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2000","100","Mauritian rupee                         ","1993","7328000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2000","200","Mauritian rupee","1993","163000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2000","100","Mauritian rupee                         ","1993","163000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2000","200","Mauritian rupee","1993","24171000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2000","100","Mauritian rupee                         ","1993","24701000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2000","200","Mauritian rupee","1993","1760000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2000","100","Mauritian rupee                         ","1993","1820000000",""
"Mauritius","2.1","Industries","Construction","F","2000","200","Mauritian rupee","1993","5715000000",""
"Mauritius","2.1","Industries","Construction","F","2000","100","Mauritian rupee                         ","1993","5899000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2000","200","Mauritian rupee","1993","18700000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2000","100","Mauritian rupee                         ","1993","19682000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2000","200","Mauritian rupee","1993","12317000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2000","100","Mauritian rupee                         ","1993","12810000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2000","200","Mauritian rupee","1993","6383000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2000","100","Mauritian rupee                         ","1993","6872000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2000","200","Mauritian rupee","1993","13608000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2000","100","Mauritian rupee                         ","1993","13663000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2000","200","Mauritian rupee","1993","18420000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2000","100","Mauritian rupee                         ","1993","19497000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2000","200","Mauritian rupee","1993","9409000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2000","100","Mauritian rupee                         ","1993","10156000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2000","200","Mauritian rupee","1993","9011000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2000","100","Mauritian rupee                         ","1993","9341000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2000","200","Mauritian rupee","1993","6693000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2000","100","Mauritian rupee                         ","1993","7043000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2000","200","Mauritian rupee","1993","11111000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2000","100","Mauritian rupee                         ","1993","11365000000",""
"Mauritius","2.1","Industries","Education","M","2000","200","Mauritian rupee","1993","4637000000",""
"Mauritius","2.1","Industries","Education","M","2000","100","Mauritian rupee                         ","1993","4761000000",""
"Mauritius","2.1","Industries","Health and social work","N","2000","200","Mauritian rupee","1993","2990000000",""
"Mauritius","2.1","Industries","Health and social work","N","2000","100","Mauritian rupee                         ","1993","3106000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2000","200","Mauritian rupee","1993","3484000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2000","100","Mauritian rupee                         ","1993","3498000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2000","200","Mauritian rupee","1993","107325000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2000","100","Mauritian rupee                         ","1993","111161000000","27"
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2000","100","Mauritian rupee                         ","1993","5955000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2000","200","Mauritian rupee","1993","15085000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2000","100","Mauritian rupee                         ","1993","15085000000","90"
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2000","200","Mauritian rupee","1993","15780000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2000","100","Mauritian rupee                         ","1993","15780000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2000","200","Mauritian rupee","1993","695000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2000","100","Mauritian rupee                         ","1993","695000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2000","200","Mauritian rupee","1993","122410000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2000","100","Mauritian rupee                         ","1993","120291000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2001","200","Mauritian rupee","1993","8262000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2001","100","Mauritian rupee                         ","1993","8596000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2001","200","Mauritian rupee","1993","156000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2001","100","Mauritian rupee                         ","1993","156000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2001","200","Mauritian rupee","1993","26934000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2001","100","Mauritian rupee                         ","1993","27422000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2001","200","Mauritian rupee","1993","2578000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2001","100","Mauritian rupee                         ","1993","2634000000",""
"Mauritius","2.1","Industries","Construction","F","2001","200","Mauritian rupee","1993","6272000000",""
"Mauritius","2.1","Industries","Construction","F","2001","100","Mauritian rupee                         ","1993","6442000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2001","200","Mauritian rupee","1993","21319000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2001","100","Mauritian rupee                         ","1993","22225000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2001","200","Mauritian rupee","1993","13076000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2001","100","Mauritian rupee                         ","1993","13532000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2001","200","Mauritian rupee","1993","8243000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2001","100","Mauritian rupee                         ","1993","8693000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2001","200","Mauritian rupee","1993","15323000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2001","100","Mauritian rupee                         ","1993","15201000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2001","200","Mauritian rupee","1993","19811000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2001","100","Mauritian rupee                         ","1993","20822000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2001","200","Mauritian rupee","1993","9594000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2001","100","Mauritian rupee                         ","1993","10299000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2001","200","Mauritian rupee","1993","10217000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2001","100","Mauritian rupee                         ","1993","10524000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2001","200","Mauritian rupee","1993","7132000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2001","100","Mauritian rupee                         ","1993","7483000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2001","200","Mauritian rupee","1993","11992000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2001","100","Mauritian rupee                         ","1993","12262000000",""
"Mauritius","2.1","Industries","Education","M","2001","200","Mauritian rupee","1993","4980000000",""
"Mauritius","2.1","Industries","Education","M","2001","100","Mauritian rupee                         ","1993","5112000000",""
"Mauritius","2.1","Industries","Health and social work","N","2001","200","Mauritian rupee","1993","3236000000",""
"Mauritius","2.1","Industries","Health and social work","N","2001","100","Mauritian rupee                         ","1993","3360000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2001","200","Mauritian rupee","1993","3776000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2001","100","Mauritian rupee                         ","1993","3790000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2001","200","Mauritian rupee","1993","119779000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2001","100","Mauritian rupee                         ","1993","123243000000","27"
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2001","100","Mauritian rupee                         ","1993","5711000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2001","200","Mauritian rupee","1993","14613000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2001","100","Mauritian rupee                         ","1993","14613000000","90"
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2001","200","Mauritian rupee","1993","15346000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2001","100","Mauritian rupee                         ","1993","15346000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2001","200","Mauritian rupee","1993","733000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2001","100","Mauritian rupee                         ","1993","733000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2001","200","Mauritian rupee","1993","134392000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2001","100","Mauritian rupee                         ","1993","132146000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2002","200","Mauritian rupee","1993","7530000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2002","100","Mauritian rupee                         ","1993","7909000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2002","200","Mauritian rupee","1993","99000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2002","100","Mauritian rupee                         ","1993","81000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2002","200","Mauritian rupee","1993","27654000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2002","100","Mauritian rupee                         ","1993","28227000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2002","200","Mauritian rupee","1993","2947000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2002","100","Mauritian rupee                         ","1993","3012000000",""
"Mauritius","2.1","Industries","Construction","F","2002","200","Mauritian rupee","1993","6969000000",""
"Mauritius","2.1","Industries","Construction","F","2002","100","Mauritian rupee                         ","1993","7168000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2002","200","Mauritian rupee","1993","22616000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2002","100","Mauritian rupee                         ","1993","23651000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2002","200","Mauritian rupee","1993","14192000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2002","100","Mauritian rupee                         ","1993","14728000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2002","200","Mauritian rupee","1993","8424000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2002","100","Mauritian rupee                         ","1993","8923000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2002","200","Mauritian rupee","1993","16886000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2002","100","Mauritian rupee                         ","1993","16944000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2002","200","Mauritian rupee","1993","22139000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2002","100","Mauritian rupee                         ","1993","23326000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2002","200","Mauritian rupee","1993","10791000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2002","100","Mauritian rupee                         ","1993","11619000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2002","200","Mauritian rupee","1993","11348000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2002","100","Mauritian rupee                         ","1993","11707000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2002","200","Mauritian rupee","1993","7764000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2002","100","Mauritian rupee                         ","1993","8140000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2002","200","Mauritian rupee","1993","13392000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2002","100","Mauritian rupee                         ","1993","13680000000",""
"Mauritius","2.1","Industries","Education","M","2002","200","Mauritian rupee","1993","5462000000",""
"Mauritius","2.1","Industries","Education","M","2002","100","Mauritian rupee                         ","1993","5603000000",""
"Mauritius","2.1","Industries","Health and social work","N","2002","200","Mauritian rupee","1993","3680000000",""
"Mauritius","2.1","Industries","Health and social work","N","2002","100","Mauritian rupee                         ","1993","3812000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2002","200","Mauritian rupee","1993","4250000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2002","100","Mauritian rupee                         ","1993","4265000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2002","200","Mauritian rupee","1993","127996000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2002","100","Mauritian rupee                         ","1993","132137000000","27"
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2002","100","Mauritian rupee                         ","1993","6712000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","200","Mauritian rupee","1993","17059000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","100","Mauritian rupee                         ","1993","17059000000","90"
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2002","200","Mauritian rupee","1993","18075000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2002","100","Mauritian rupee                         ","1993","18075000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2002","200","Mauritian rupee","1993","1016000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2002","100","Mauritian rupee                         ","1993","1016000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2002","200","Mauritian rupee","1993","145055000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2002","100","Mauritian rupee                         ","1993","142485000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2003","200","Mauritian rupee","1993","8403000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2003","100","Mauritian rupee                         ","1993","8727000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2003","200","Mauritian rupee","1993","88000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2003","100","Mauritian rupee                         ","1993","84000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2003","200","Mauritian rupee","1993","29260000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2003","100","Mauritian rupee                         ","1993","29581000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2003","200","Mauritian rupee","1993","3368000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2003","100","Mauritian rupee                         ","1993","3409000000",""
"Mauritius","2.1","Industries","Construction","F","2003","200","Mauritian rupee","1993","8263000000",""
"Mauritius","2.1","Industries","Construction","F","2003","100","Mauritian rupee                         ","1993","8269000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2003","200","Mauritian rupee","1993","23785000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2003","100","Mauritian rupee                         ","1993","24900000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2003","200","Mauritian rupee","1993","14801000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2003","100","Mauritian rupee                         ","1993","15466000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2003","200","Mauritian rupee","1993","8984000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2003","100","Mauritian rupee                         ","1993","9434000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2003","200","Mauritian rupee","1993","18437000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2003","100","Mauritian rupee                         ","1993","18496000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2003","200","Mauritian rupee","1993","26743000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2003","100","Mauritian rupee                         ","1993","26855000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2003","200","Mauritian rupee","1993","13447000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2003","100","Mauritian rupee                         ","1993","13829000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2003","200","Mauritian rupee","1993","13296000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2003","100","Mauritian rupee                         ","1993","13026000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2003","200","Mauritian rupee","1993","8991000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2003","100","Mauritian rupee                         ","1993","9408000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2003","200","Mauritian rupee","1993","15147000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2003","100","Mauritian rupee                         ","1993","15542000000",""
"Mauritius","2.1","Industries","Education","M","2003","200","Mauritian rupee","1993","6104000000",""
"Mauritius","2.1","Industries","Education","M","2003","100","Mauritian rupee                         ","1993","6280000000",""
"Mauritius","2.1","Industries","Health and social work","N","2003","200","Mauritian rupee","1993","4272000000",""
"Mauritius","2.1","Industries","Health and social work","N","2003","100","Mauritian rupee                         ","1993","4423000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2003","200","Mauritian rupee","1993","4771000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2003","100","Mauritian rupee                         ","1993","4839000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2003","200","Mauritian rupee","1993","142485000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2003","100","Mauritian rupee                         ","1993","145271000000","27"
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2003","100","Mauritian rupee                         ","1993","7683000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","200","Mauritian rupee","1993","19806000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","100","Mauritian rupee                         ","1993","19806000000","90"
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2003","200","Mauritian rupee","1993","20634000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2003","100","Mauritian rupee                         ","1993","20634000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2003","200","Mauritian rupee","1993","828000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2003","100","Mauritian rupee                         ","1993","828000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","200","Mauritian rupee","1993","162291000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","100","Mauritian rupee                         ","1993","157394000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2004","200","Mauritian rupee","1993","9545000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2004","100","Mauritian rupee                         ","1993","9830000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2004","200","Mauritian rupee","1993","90000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2004","100","Mauritian rupee                         ","1993","87000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2004","200","Mauritian rupee","1993","31725000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2004","100","Mauritian rupee                         ","1993","31942000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2004","200","Mauritian rupee","1993","3505000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2004","100","Mauritian rupee                         ","1993","3546000000",""
"Mauritius","2.1","Industries","Construction","F","2004","200","Mauritian rupee","1993","8840000000",""
"Mauritius","2.1","Industries","Construction","F","2004","100","Mauritian rupee                         ","1993","8835000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2004","200","Mauritian rupee","1993","28413000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2004","100","Mauritian rupee                         ","1993","28623000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2004","200","Mauritian rupee","1993","17463000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2004","100","Mauritian rupee                         ","1993","17327000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2004","200","Mauritian rupee","1993","10950000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2004","100","Mauritian rupee                         ","1993","11296000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2004","200","Mauritian rupee","1993","19522000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2004","100","Mauritian rupee                         ","1993","19682000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2004","200","Mauritian rupee","1993","28789000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2004","100","Mauritian rupee                         ","1993","29554000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2004","200","Mauritian rupee","1993","13786000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2004","100","Mauritian rupee                         ","1993","14875000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2004","200","Mauritian rupee","1993","15003000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2004","100","Mauritian rupee                         ","1993","14679000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2004","200","Mauritian rupee","1993","10098000000",""
